image_name,x,y,w,h,label,occ_type,occ_degree,gender,race,orientation
train_00019426.jpg,19.0,22.0,100.0,100.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00009156.jpg,74.0,28.0,72.0,72.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00008214.jpg,114.0,14.0,97.0,97.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00007461.jpg,173.0,221.0,171.0,171.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00024625.jpg,11.0,10.0,121.0,121.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00004372.jpg,18.0,6.0,137.0,137.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00023165.jpg,93.0,86.0,215.0,215.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00008606.jpg,118.0,41.0,102.0,102.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00014068.jpg,229.0,288.0,299.0,299.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00001504.jpg,412.0,138.0,29.0,29.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00024937.jpg,34.0,26.0,117.0,117.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00008518.jpg,77.0,95.0,79.0,79.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00000893.jpg,352.0,167.0,203.0,203.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00001434.jpg,454.0,87.0,54.0,54.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00023810.jpg,18.0,6.0,62.0,62.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00002686.jpg,273.0,364.0,298.0,298.0,Mask,Complex,3.0,Male,Asian,Frontal
test_00004303.jpg,218.0,238.0,313.0,313.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00018450.jpg,62.0,238.0,288.0,288.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00016025.jpg,212.0,103.0,284.0,284.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00013039.jpg,291.0,134.0,220.0,220.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00013451.jpg,78.0,65.0,52.0,52.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00010837.jpg,276.0,179.0,103.0,103.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00006829.jpg,207.0,98.0,83.0,83.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00020827.jpg,369.0,119.0,41.0,41.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00021976.jpg,281.0,136.0,186.0,186.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00003521.jpg,138.0,120.0,34.0,34.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00006328.jpg,199.0,93.0,89.0,89.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00012449.jpg,144.0,99.0,102.0,102.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00016638.jpg,154.0,94.0,73.0,73.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00023903.jpg,47.0,27.0,91.0,91.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00001074.jpg,72.0,12.0,44.0,44.0,Mask,Complex,2.0,Male,Asian,Frontal
train_00019689.jpg,329.0,144.0,119.0,119.0,Mask,Simple,3.0,Male,Asian,Frontal
test_00000644.jpg,215.0,133.0,47.0,47.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00001077.jpg,10.0,97.0,51.0,51.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00000313.jpg,137.0,209.0,70.0,70.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00011816.jpg,201.0,238.0,335.0,335.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00022140.jpg,220.0,116.0,138.0,138.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00006999.jpg,206.0,89.0,107.0,107.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00003473.jpg,91.0,140.0,188.0,188.0,Mask,Complex,2.0,Female,Asian,Frontal
train_00024311.jpg,37.0,77.0,97.0,97.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00002101.jpg,280.0,131.0,127.0,127.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00011127.jpg,253.0,330.0,82.0,82.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00007530.jpg,167.0,190.0,129.0,129.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00009698.jpg,102.0,35.0,71.0,71.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00021240.jpg,99.0,171.0,184.0,184.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00009706.jpg,70.0,7.0,162.0,162.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00007044.jpg,199.0,118.0,99.0,99.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00001729.jpg,366.0,163.0,137.0,137.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00014661.jpg,298.0,77.0,149.0,149.0,Mask,Simple,3.0,Male,Caucasian,Frontal
train_00012520.jpg,135.0,88.0,176.0,176.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00020759.jpg,224.0,72.0,182.0,182.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00014044.jpg,171.0,68.0,37.0,37.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00001090.jpg,208.0,158.0,80.0,80.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00003911.jpg,25.0,63.0,66.0,66.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00004635.jpg,161.0,132.0,176.0,176.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00010819.jpg,96.0,109.0,121.0,121.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00004366.jpg,77.0,6.0,92.0,92.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00000478.jpg,99.0,71.0,108.0,108.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00017665.jpg,185.0,182.0,249.0,249.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00009365.jpg,46.0,6.0,128.0,128.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00006057.jpg,167.0,97.0,305.0,305.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00016426.jpg,261.0,93.0,190.0,190.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00022909.jpg,185.0,319.0,296.0,296.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00021154.jpg,376.0,818.0,124.0,124.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00012036.jpg,358.0,93.0,261.0,261.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00003921.jpg,35.0,3.0,98.0,98.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00020364.jpg,143.0,121.0,52.0,52.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00021404.jpg,207.0,220.0,157.0,157.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00007444.jpg,202.0,131.0,170.0,170.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00002992.jpg,236.0,81.0,50.0,50.0,Mask,Complex,1.0,Female,Afro American,Frontal
train_00019924.jpg,284.0,80.0,127.0,127.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00008476.jpg,96.0,120.0,89.0,89.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00002620.jpg,775.0,297.0,252.0,252.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00003912.jpg,35.0,26.0,94.0,94.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00001198.jpg,347.0,169.0,259.0,259.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00022497.jpg,249.0,87.0,91.0,91.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00003341.jpg,166.0,164.0,280.0,280.0,Mask,Human body,3.0,Male,Asian,Frontal
train_00023046.jpg,83.0,107.0,114.0,114.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00017506.jpg,112.0,164.0,71.0,71.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00001842.jpg,309.0,141.0,235.0,235.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00019422.jpg,91.0,37.0,38.0,38.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00021521.jpg,341.0,95.0,127.0,127.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00020908.jpg,158.0,113.0,221.0,221.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00001546.jpg,32.0,38.0,85.0,85.0,Mask,Human body,3.0,Male,Asian,Frontal
train_00012454.jpg,319.0,107.0,97.0,97.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00003704.jpg,47.0,49.0,81.0,81.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00013069.jpg,546.0,614.0,164.0,164.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00024728.jpg,65.0,1.0,100.0,100.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00019589.jpg,49.0,75.0,141.0,141.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00001212.jpg,251.0,277.0,107.0,107.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00003498.jpg,60.0,23.0,93.0,93.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00016234.jpg,223.0,267.0,326.0,326.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00000278.jpg,186.0,66.0,106.0,106.0,Mask,Complex,3.0,Female,Afro American,Frontal
train_00003534.jpg,29.0,39.0,63.0,63.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00003051.jpg,13.0,2.0,138.0,138.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00018675.jpg,81.0,102.0,120.0,120.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00018525.jpg,469.0,429.0,166.0,166.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00017377.jpg,123.0,71.0,77.0,77.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00011845.jpg,518.0,122.0,75.0,75.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00021798.jpg,278.0,58.0,72.0,72.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00017810.jpg,276.0,78.0,76.0,76.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00019528.jpg,148.0,33.0,163.0,163.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00000738.jpg,334.0,253.0,56.0,56.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00023817.jpg,101.0,23.0,75.0,75.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00003147.jpg,66.0,31.0,69.0,69.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00012983.jpg,164.0,176.0,245.0,245.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00000363.jpg,70.0,143.0,191.0,191.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00014430.jpg,346.0,215.0,287.0,287.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00021121.jpg,20.0,96.0,433.0,433.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00024103.jpg,4.0,30.0,85.0,85.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00010701.jpg,150.0,192.0,47.0,47.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00002598.jpg,115.0,59.0,36.0,36.0,Mask,Complex,3.0,Female,Caucasian,Frontal
train_00000283.jpg,152.0,91.0,49.0,49.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00017735.jpg,42.0,150.0,75.0,75.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00018695.jpg,278.0,62.0,32.0,32.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00004923.jpg,235.0,158.0,211.0,211.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00002458.jpg,51.0,38.0,86.0,86.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00012167.jpg,678.0,317.0,103.0,103.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00009201.jpg,78.0,51.0,70.0,70.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00001473.jpg,316.0,260.0,149.0,149.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00013476.jpg,419.0,135.0,145.0,145.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00014105.jpg,275.0,85.0,789.0,789.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00005674.jpg,150.0,194.0,124.0,124.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00000955.jpg,258.0,116.0,108.0,108.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00006810.jpg,121.0,168.0,69.0,69.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00004643.jpg,464.0,182.0,107.0,107.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00000564.jpg,155.0,61.0,32.0,32.0,Mask,Simple,3.0,Male,Caucasian,Frontal
train_00025251.jpg,12.0,24.0,80.0,80.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00016925.jpg,69.0,97.0,64.0,64.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00012308.jpg,138.0,88.0,257.0,257.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00012911.jpg,171.0,166.0,167.0,167.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00019814.jpg,241.0,147.0,32.0,32.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00015507.jpg,246.0,66.0,80.0,80.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00008896.jpg,54.0,25.0,95.0,95.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00001212.jpg,257.0,383.0,395.0,395.0,Mask,Simple,3.0,Male,Asian,Frontal
test_00002222.jpg,459.0,139.0,111.0,111.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00007911.jpg,167.0,78.0,102.0,102.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00006035.jpg,202.0,124.0,86.0,86.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00015786.jpg,202.0,209.0,274.0,274.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00008347.jpg,173.0,60.0,62.0,62.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00004889.jpg,113.0,4.0,265.0,265.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00007668.jpg,163.0,105.0,208.0,208.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00024591.jpg,39.0,21.0,102.0,102.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00000926.jpg,44.0,92.0,77.0,77.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00000527.jpg,262.0,94.0,34.0,34.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00017031.jpg,124.0,144.0,83.0,83.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00006630.jpg,235.0,85.0,232.0,232.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00005388.jpg,248.0,96.0,63.0,63.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00019116.jpg,34.0,26.0,47.0,47.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00009412.jpg,181.0,66.0,267.0,267.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00004603.jpg,269.0,267.0,271.0,271.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00013418.jpg,77.0,56.0,64.0,64.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00000325.jpg,42.0,117.0,86.0,86.0,Mask,Simple,3.0,Female,Afro American,Frontal
train_00000422.jpg,172.0,49.0,61.0,61.0,Mask,Simple,3.0,Male,Caucasian,Frontal
train_00016303.jpg,59.0,600.0,149.0,149.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00002987.jpg,221.0,165.0,33.0,33.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00002469.jpg,78.0,76.0,33.0,33.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00019972.jpg,208.0,121.0,43.0,43.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00019094.jpg,473.0,326.0,40.0,40.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00004908.jpg,67.0,151.0,224.0,224.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00002069.jpg,85.0,89.0,175.0,175.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00006965.jpg,250.0,135.0,200.0,200.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00023190.jpg,184.0,134.0,146.0,146.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00000009.jpg,58.0,8.0,86.0,86.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00000586.jpg,110.0,187.0,219.0,219.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00017473.jpg,458.0,202.0,40.0,40.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00002455.jpg,275.0,119.0,386.0,386.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00023090.jpg,271.0,17.0,83.0,83.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00009075.jpg,151.0,45.0,44.0,44.0,Mask,Simple,3.0,Female,Caucasian,Frontal
test_00002860.jpg,361.0,145.0,29.0,29.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00024293.jpg,103.0,64.0,34.0,34.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00004020.jpg,104.0,139.0,89.0,89.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00011406.jpg,58.0,91.0,108.0,108.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00014395.jpg,109.0,151.0,576.0,576.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00019887.jpg,405.0,88.0,138.0,138.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00025536.jpg,26.0,49.0,37.0,37.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00012749.jpg,199.0,48.0,72.0,72.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00018631.jpg,181.0,334.0,139.0,139.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00002090.jpg,534.0,197.0,182.0,182.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00016019.jpg,331.0,99.0,154.0,154.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00004816.jpg,113.0,200.0,159.0,159.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00003594.jpg,238.0,1627.0,223.0,223.0,Mask,Complex,2.0,Female,Asian,Frontal
train_00021015.jpg,15.0,217.0,401.0,401.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00001277.jpg,64.0,139.0,234.0,234.0,Mask,Complex,3.0,Male,Asian,Frontal
train_00001761.jpg,8.0,183.0,39.0,39.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00002697.jpg,61.0,159.0,183.0,183.0,Mask,Simple,2.0,Male,Asian,Frontal
test_00004342.jpg,294.0,224.0,64.0,64.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00022621.jpg,171.0,103.0,129.0,129.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00003248.jpg,42.0,2.0,86.0,86.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00015050.jpg,92.0,135.0,49.0,49.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00003416.jpg,105.0,246.0,37.0,37.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00009275.jpg,350.0,279.0,164.0,164.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00012185.jpg,251.0,214.0,56.0,56.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00022812.jpg,95.0,192.0,154.0,154.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00000293.jpg,44.0,51.0,113.0,113.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00006478.jpg,293.0,164.0,167.0,167.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00004870.jpg,128.0,111.0,241.0,241.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00001020.jpg,532.0,171.0,74.0,74.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00022213.jpg,219.0,155.0,173.0,173.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00000234.jpg,183.0,53.0,65.0,65.0,Mask,Simple,3.0,Female,Caucasian,Frontal
train_00006383.jpg,131.0,111.0,166.0,166.0,Mask,Simple,3.0,Female,Asian,Frontal
test_00004192.jpg,84.0,141.0,137.0,137.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00008952.jpg,83.0,42.0,91.0,91.0,Mask,Complex,3.0,Female,Asian,Frontal
train_00009819.jpg,8.0,16.0,99.0,99.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00020215.jpg,628.0,183.0,101.0,101.0,Mask,Complex,3.0,Female,Asian,Frontal
test_00000929.jpg,165.0,84.0,139.0,139.0,Mask,Simple,2.0,Female,Asian,Frontal
train_00023012.jpg,273.0,174.0,70.0,70.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00010425.jpg,485.0,164.0,112.0,112.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00014551.jpg,41.0,63.0,58.0,58.0,Mask,Complex,3.0,Male,Caucasian,Frontal
train_00010587.jpg,167.0,250.0,165.0,165.0,Mask,Simple,3.0,Male,Asian,Frontal
train_00008133.jpg,269.0,58.0,176.0,176.0,Mask,Simple,3.0,Female,Asian,Frontal
train_00010527.jpg,135.0,153.0,85.0,85.0,Mask,Simple,3.0,Female,Asian,Frontal
